Number of variables,Exec Time (microseconds),Target,Combo
4,8,77,[]
4,5,28,[]
4,5,58,[]
4,5,64,[]
4,3,89,[]
4,5,51,[]
4,4,31,[]
4,4,69,[]
4,5,33,[]
4,5,60,[]
4,4,91,[]
4,3,35,"[13, 1, 21]"
4,5,25,[]
4,4,43,[]
4,4,79,[]
4,5,95,[]
4,3,71,[]
4,5,17,[]
4,4,15,"[6, 9]"
4,3,26,"[14, 12]"
4,4,47,"[16, 7, 24]"
4,5,17,[]
4,5,26,"[15, 11]"
4,5,67,[]
4,4,51,"[20, 12, 19]"
4,5,43,[]
4,3,27,[]
4,4,53,[]
4,5,51,[]
4,4,2,[]
4,5,58,[]
4,3,69,[]
4,5,55,[]
4,3,1,[]
4,4,50,[]
4,5,54,[]
4,4,6,[]
4,4,72,[]
4,5,65,[]
4,5,48,[]
4,5,14,[]
4,3,27,[]
4,4,27,"[9, 18]"
4,5,72,[]
4,5,88,[]
4,4,43,[]
4,1,19,[19]
4,4,31,[]
4,4,88,[]
4,5,52,[]
4,5,71,[]
4,5,80,[]
4,5,31,[]
4,4,80,[]
4,4,73,[]
4,4,72,[]
4,5,0,[]
4,4,68,"[11, 11, 23, 23]"
4,3,92,[]
4,5,83,[]
4,5,54,"[17, 22, 5, 10]"
4,3,14,"[11, 3]"
4,4,19,"[2, 17]"
4,3,20,[20]
4,4,2,[]
4,5,39,[]
4,5,49,[]
4,4,74,[]
4,4,91,[]
4,5,79,[]
4,5,77,[]
4,4,21,[]
4,3,54,[]
4,5,42,"[13, 12, 17]"
4,4,96,[]
4,4,53,[]
4,5,17,[]
4,4,66,[]
4,4,38,[]
4,5,41,[]
4,4,47,[]
4,5,23,[]
4,3,63,[]
4,5,100,[]
4,4,40,[]
4,4,93,[]
4,5,73,[]
4,5,5,[]
4,5,18,[]
4,4,99,[]
4,4,60,[]
4,5,71,[]
4,5,47,[]
4,4,10,[]
4,3,84,[]
4,5,75,[]
4,5,79,[]
4,4,91,[]
4,5,53,[]
4,4,45,[]
4,5,845,[]
4,4,509,[]
4,5,665,[]
4,4,494,[]
4,4,566,[]
4,5,530,[]
4,4,475,[]
4,5,966,[]
4,5,280,[]
4,5,963,[]
4,4,377,[]
4,5,736,[]
4,4,902,[]
4,4,376,[]
4,5,510,[]
4,5,654,[]
4,3,550,[]
4,4,201,[]
4,4,222,[]
4,4,732,[]
4,5,664,[]
4,4,242,[]
4,5,846,[]
4,5,601,[]
4,4,991,[]
4,4,441,[]
4,5,797,[]
4,5,948,[]
4,5,187,[]
4,4,945,[]
4,4,129,[]
4,4,852,[]
4,5,429,[]
4,5,960,[]
4,4,922,[]
4,4,768,[]
4,4,690,[]
4,5,675,[]
4,5,966,[]
4,3,187,[]
4,4,144,[]
4,4,224,[]
4,5,607,[]
4,4,115,[]
4,5,228,[]
4,5,736,[]
4,3,234,[]
4,5,605,[]
4,5,728,[]
4,4,826,[]
4,5,316,[]
4,4,534,[]
4,4,715,[]
4,4,330,[]
4,5,785,[]
4,4,550,[]
4,4,473,[]
4,5,434,[]
4,3,997,[]
4,4,511,[]
4,5,709,[]
4,4,365,[]
4,4,711,[]
4,4,472,[]
4,5,234,[]
4,4,166,[]
4,4,208,[]
4,5,432,[]
4,4,107,[]
4,4,718,[]
4,4,296,[]
4,5,312,[]
4,5,278,[]
4,3,371,[]
4,5,336,[]
4,5,599,[]
4,4,989,[]
4,5,649,[]
4,4,283,[]
4,5,783,[]
4,3,789,[]
4,5,471,[]
4,5,277,[]
4,3,620,[]
4,5,364,[]
4,5,452,[]
4,4,920,[]
4,5,531,[]
4,4,181,[]
4,5,801,[]
4,3,988,[]
4,5,792,[]
4,5,556,[]
4,5,670,[]
4,5,560,[]
4,4,650,[]
4,5,488,[]
4,5,953,[]
4,5,832,[]
4,5,610,[]
4,4,1514,[]
4,4,8255,[]
4,4,7285,[]
4,5,4150,[]
4,4,8823,[]
4,4,6518,[]
4,5,2116,[]
4,4,3162,[]
4,5,7855,[]
4,5,5568,[]
4,3,1380,[]
4,5,8782,[]
4,4,8645,[]
4,4,6813,[]
4,5,5745,[]
4,5,7575,[]
4,4,2760,[]
4,4,3645,[]
4,5,3149,[]
4,4,3367,[]
4,5,8339,[]
4,5,6088,[]
4,3,2640,[]
4,5,1105,[]
4,4,1168,[]
4,4,7606,[]
4,5,4509,[]
4,5,9973,[]
4,5,2944,[]
4,4,7519,[]
4,4,1374,[]
4,5,7176,[]
4,5,1749,[]
4,4,9220,[]
4,4,3969,[]
4,5,1116,[]
4,4,4731,[]
4,4,5072,[]
4,5,3639,[]
4,3,3421,[]
4,5,7365,[]
4,5,8674,[]
4,3,6216,[]
4,5,5217,[]
4,5,8759,[]
4,4,4927,[]
4,5,2091,[]
4,4,8275,[]
4,4,7287,[]
4,5,2647,[]
4,5,5458,[]
4,4,2314,[]
4,4,6519,[]
4,5,5519,[]
4,4,6730,[]
4,5,3793,[]
4,4,8615,[]
4,5,6228,[]
4,5,3222,[]
4,4,8929,[]
4,5,2861,[]
4,5,3524,[]
4,3,1348,[]
4,5,9087,[]
4,4,5094,[]
4,4,3485,[]
4,4,3199,[]
4,5,8176,[]
4,4,6118,[]
4,4,2407,[]
4,5,2031,[]
4,3,7036,[]
4,5,2332,[]
4,5,8137,[]
4,3,6753,[]
4,5,6855,[]
4,4,7192,[]
4,4,9093,[]
4,5,1809,[]
4,5,2253,[]
4,5,9513,[]
4,4,1866,[]
4,4,3217,[]
4,5,3795,[]
4,4,7972,[]
4,5,4250,[]
4,4,5815,[]
4,5,9669,[]
4,5,4246,[]
4,3,7331,[]
4,5,1751,[]
4,5,2491,[]
4,5,6783,[]
4,4,2573,[]
4,4,3324,[]
4,5,3609,[]
4,3,9469,[]
4,5,9224,[]
4,4,7772,[]
4,5,4501,[]
9,58,47,"[5, 8, 20, 14]"
9,60,32,"[22, 10]"
9,190,89,"[9, 10, 20, 19, 17, 8, 6]"
9,148,32,[]
9,32,46,"[25, 21]"
9,31,39,"[7, 13, 19]"
9,93,80,"[10, 17, 17, 19, 17]"
9,142,12,[12]
9,120,94,"[4, 4, 16, 18, 24, 16, 12]"
9,74,61,"[24, 17, 20]"
9,106,24,"[9, 15]"
9,58,80,"[16, 11, 17, 24, 12]"
9,61,59,"[7, 5, 23, 19, 5]"
9,138,75,"[3, 12, 2, 7, 24, 15, 4, 8]"
9,37,58,"[17, 21, 20]"
9,23,32,"[3, 23, 6]"
9,141,10,[]
9,30,33,"[10, 9, 12, 2]"
9,26,39,"[20, 9, 6, 4]"
9,26,20,"[15, 3, 2]"
9,55,77,"[21, 15, 18, 23]"
9,23,43,"[7, 21, 4, 11]"
9,80,85,"[23, 21, 18, 20, 3]"
9,120,97,"[19, 18, 6, 24, 19, 11]"
9,26,25,[25]
9,140,71,[]
9,104,79,"[17, 8, 11, 22, 4, 9, 8]"
9,41,31,"[11, 3, 17]"
9,95,88,"[5, 24, 19, 14, 1, 25]"
9,35,38,"[11, 3, 20, 4]"
9,33,35,"[5, 2, 16, 9, 3]"
9,43,21,"[17, 4]"
9,41,24,"[9, 15]"
9,21,34,"[20, 14]"
9,43,44,"[4, 6, 21, 13]"
9,141,7,[]
9,139,13,[]
9,41,37,"[4, 15, 15, 3]"
9,79,17,"[1, 16]"
9,65,58,"[15, 3, 18, 22]"
9,94,94,"[21, 14, 6, 17, 17, 19]"
9,91,54,"[2, 19, 8, 25]"
9,153,12,[]
9,80,73,"[10, 6, 15, 21, 7, 14]"
9,65,52,"[17, 9, 17, 9]"
9,76,70,"[25, 20, 2, 11, 12]"
9,106,3,"[1, 2]"
9,140,9,[]
9,53,17,"[8, 2, 7]"
9,51,50,"[4, 13, 5, 22, 6]"
9,74,23,"[18, 2, 3]"
9,71,18,[18]
9,139,18,[]
9,32,39,"[17, 11, 11]"
9,79,55,"[10, 10, 20, 15]"
9,117,85,"[24, 20, 8, 8, 16, 9]"
9,139,3,[]
9,80,9,[9]
9,102,87,"[5, 14, 19, 15, 18, 2, 14]"
9,131,96,"[13, 5, 15, 19, 21, 6, 17]"
9,37,14,"[10, 4]"
9,78,78,"[19, 13, 24, 22]"
9,30,70,"[13, 7, 17, 13, 20]"
9,80,76,"[16, 23, 16, 21]"
9,139,85,[]
9,30,46,"[5, 17, 24]"
9,61,58,"[22, 20, 12, 4]"
9,38,10,"[3, 4, 3]"
9,84,97,"[13, 5, 23, 20, 14, 22]"
9,61,34,"[24, 2, 1, 7]"
9,68,66,"[20, 19, 17, 2, 2, 6]"
9,63,23,"[2, 10, 11]"
9,48,33,"[11, 13, 9]"
9,50,79,"[25, 21, 12, 20, 1]"
9,13,23,"[6, 13, 4]"
9,93,94,"[12, 9, 22, 4, 11, 21, 15]"
9,70,1,[1]
9,36,21,[21]
9,41,74,"[16, 20, 12, 1, 18, 7]"
9,81,97,"[23, 2, 1, 10, 15, 23, 23]"
9,30,71,"[18, 23, 22, 8]"
9,43,38,"[17, 21]"
9,30,37,"[11, 21, 4, 1]"
9,34,16,"[6, 10]"
9,40,22,"[17, 4, 1]"
9,26,38,"[20, 10, 1, 3, 4]"
9,117,85,"[14, 2, 23, 11, 2, 9, 22, 2]"
9,131,100,[]
9,38,22,"[3, 2, 10, 7]"
9,24,14,[14]
9,123,86,"[20, 10, 5, 17, 4, 20, 10]"
9,42,7,[7]
9,43,81,"[11, 19, 18, 19, 14]"
9,57,62,"[9, 18, 21, 5, 9]"
9,79,91,"[23, 6, 12, 14, 16, 11, 9]"
9,95,80,"[19, 22, 6, 18, 6, 9]"
9,56,36,"[25, 9, 2]"
9,73,71,"[23, 7, 7, 5, 8, 21]"
9,38,19,"[9, 8, 2]"
9,38,6,[6]
9,131,210,[]
9,130,912,[]
9,131,131,[]
9,131,130,[]
9,131,264,[]
9,118,114,"[22, 7, 19, 15, 14, 21, 16]"
9,131,565,[]
9,131,247,[]
9,131,366,[]
9,131,940,[]
9,132,811,[]
9,132,548,[]
9,131,260,[]
9,131,923,[]
9,130,755,[]
9,129,308,[]
9,131,837,[]
9,131,288,[]
9,131,635,[]
9,130,153,[]
9,131,320,[]
9,132,700,[]
9,133,141,[]
9,131,167,[]
9,130,802,[]
9,132,331,[]
9,131,458,[]
9,131,788,[]
9,130,681,[]
9,132,899,[]
9,131,556,[]
9,131,164,[]
9,124,723,[]
9,123,589,[]
9,123,666,[]
9,123,763,[]
9,122,971,[]
9,123,399,[]
9,124,644,[]
9,123,384,[]
9,123,984,[]
9,131,965,[]
9,124,942,[]
9,122,368,[]
9,123,633,[]
9,123,107,[]
9,123,850,[]
9,130,481,[]
9,123,512,[]
9,123,275,[]
9,122,592,[]
9,122,438,[]
9,123,912,[]
9,123,634,[]
9,129,572,[]
9,123,450,[]
9,122,387,[]
9,123,721,[]
9,123,799,[]
9,124,1000,[]
9,123,410,[]
9,88,106,"[18, 15, 15, 25, 16, 5, 12]"
9,123,902,[]
9,124,210,[]
9,122,769,[]
9,122,340,[]
9,123,499,[]
9,123,744,[]
9,122,698,[]
9,130,351,[]
9,123,819,[]
9,124,384,[]
9,123,683,[]
9,123,214,[]
9,123,791,[]
9,123,277,[]
9,123,638,[]
9,123,511,[]
9,123,626,[]
9,123,946,[]
9,122,698,[]
9,123,192,[]
9,124,220,[]
9,123,873,[]
9,123,896,[]
9,123,636,[]
9,123,390,[]
9,122,934,[]
9,123,857,[]
9,123,852,[]
9,120,123,"[20, 14, 24, 9, 10, 23, 23]"
9,122,864,[]
9,124,203,[]
9,123,366,[]
9,125,853,[]
9,116,296,[]
9,116,790,[]
9,117,357,[]
9,117,455,[]
9,116,918,[]
9,117,4728,[]
9,117,5072,[]
9,118,8728,[]
9,115,4880,[]
9,117,1240,[]
9,117,7891,[]
9,117,5339,[]
9,116,4241,[]
9,117,4833,[]
9,116,3386,[]
9,118,7628,[]
9,117,9858,[]
9,123,9978,[]
9,116,3333,[]
9,118,9583,[]
9,116,8257,[]
9,117,6240,[]
9,118,5461,[]
9,116,4945,[]
9,137,6727,[]
9,118,1549,[]
9,117,1763,[]
9,118,7236,[]
9,118,5138,[]
9,117,5134,[]
9,122,1159,[]
9,118,5637,[]
9,123,7109,[]
9,118,4124,[]
9,117,9117,[]
9,122,9547,[]
9,119,1951,[]
9,118,8198,[]
9,118,9552,[]
9,118,8311,[]
9,118,6912,[]
9,118,5741,[]
9,118,9284,[]
9,119,6595,[]
9,119,7289,[]
9,118,2138,[]
9,117,4185,[]
9,117,8190,[]
9,114,8031,[]
9,113,4145,[]
9,113,4952,[]
9,112,4779,[]
9,113,5780,[]
9,112,8856,[]
9,112,7277,[]
9,112,1354,[]
9,112,5238,[]
9,112,1903,[]
9,114,5816,[]
9,113,5311,[]
9,111,8073,[]
9,111,4681,[]
9,112,7953,[]
9,112,4298,[]
9,112,9675,[]
9,111,3817,[]
9,112,1892,[]
9,112,2001,[]
9,112,6362,[]
9,112,3344,[]
9,113,6094,[]
9,114,6587,[]
9,112,4166,[]
9,113,4690,[]
9,113,4523,[]
9,113,5189,[]
9,113,8396,[]
9,113,1594,[]
9,112,7019,[]
9,111,9669,[]
9,112,4142,[]
9,112,1774,[]
9,112,4870,[]
9,113,5000,[]
9,112,4531,[]
9,113,3687,[]
9,113,4105,[]
9,113,8022,[]
9,113,8481,[]
9,113,8568,[]
9,111,6630,[]
9,112,7961,[]
9,114,4278,[]
9,113,8736,[]
9,113,2812,[]
9,113,3817,[]
9,113,6484,[]
9,113,7790,[]
9,111,7902,[]
9,114,1067,[]
9,110,4099,[]
9,109,9930,[]
9,108,8775,[]
9,110,2142,[]
9,108,8287,[]
2,3,74,[]
2,1,31,[]
2,0,23,[]
2,1,76,[]
2,0,86,[]
2,1,96,[]
2,0,84,[]
2,0,19,[]
2,0,81,[]
2,0,47,[]
2,0,10,[]
2,0,35,[]
2,1,96,[]
2,0,35,[]
2,0,44,[]
2,0,83,[]
2,1,87,[]
2,0,94,[]
2,0,26,[]
2,0,75,[]
2,1,11,[]
2,0,2,[]
2,0,95,[]
2,1,70,[]
2,0,96,[]
2,0,32,[]
2,0,0,[]
2,0,91,[]
2,0,22,[]
2,1,43,[]
2,0,0,[]
2,0,91,[]
2,0,64,[]
2,0,81,[]
2,1,74,[]
2,0,45,[]
2,0,17,[]
2,0,95,[]
2,1,9,[]
2,0,53,[]
2,1,48,[]
2,0,42,[]
2,0,90,[]
2,0,62,[]
2,1,51,[]
2,0,65,[]
2,0,32,[]
2,1,41,[]
2,0,51,[]
2,0,44,[]
2,0,98,[]
2,1,3,[]
2,0,54,[]
2,0,15,[]
2,0,41,[]
2,1,64,[]
2,0,29,[]
2,1,74,[]
2,0,1,[]
2,0,40,[]
2,0,5,[]
2,1,13,[]
2,0,17,[]
2,0,74,[]
2,0,16,[]
2,1,84,[]
2,0,63,[]
2,0,20,[]
2,0,48,[]
2,0,2,[]
2,0,100,[]
2,0,16,[]
2,0,81,[]
2,0,30,"[12, 18]"
2,0,0,[]
2,1,50,[]
2,0,54,[]
2,1,34,[]
2,0,69,[]
2,0,42,[]
2,0,56,[]
2,1,73,[]
2,0,95,[]
2,1,3,[]
2,0,69,[]
2,1,89,[]
2,0,61,[]
2,0,61,[]
2,0,68,[]
2,1,58,[]
2,0,53,[]
2,0,41,[]
2,0,95,[]
2,1,41,[]
2,0,19,[]
2,0,71,[]
2,0,8,[]
2,0,66,[]
2,0,91,[]
2,0,26,[]
2,0,438,[]
2,0,973,[]
2,0,538,[]
2,0,287,[]
2,0,639,[]
2,0,735,[]
2,0,522,[]
2,0,682,[]
2,0,405,[]
2,1,855,[]
2,0,884,[]
2,0,939,[]
2,0,636,[]
2,0,296,[]
2,0,105,[]
2,0,760,[]
2,0,779,[]
2,0,520,[]
2,1,760,[]
2,0,965,[]
2,1,654,[]
2,0,359,[]
2,0,332,[]
2,0,890,[]
2,1,662,[]
2,0,562,[]
2,0,927,[]
2,0,692,[]
2,0,661,[]
2,1,239,[]
2,0,946,[]
2,0,514,[]
2,0,556,[]
2,1,450,[]
2,0,992,[]
2,1,781,[]
2,0,149,[]
2,0,283,[]
2,0,745,[]
2,1,402,[]
2,0,996,[]
2,0,405,[]
2,0,946,[]
2,0,537,[]
2,0,448,[]
2,0,715,[]
2,0,685,[]
2,1,658,[]
2,0,597,[]
2,1,396,[]
2,0,649,[]
2,1,596,[]
2,0,380,[]
2,0,309,[]
2,0,851,[]
2,0,967,[]
2,0,964,[]
2,0,253,[]
2,0,492,[]
2,0,662,[]
2,1,855,[]
2,0,108,[]
2,1,836,[]
2,0,227,[]
2,0,279,[]
2,0,682,[]
2,1,613,[]
2,0,495,[]
2,0,377,[]
2,0,306,[]
2,0,405,[]
2,1,914,[]
2,0,472,[]
2,0,426,[]
2,0,965,[]
2,1,331,[]
2,0,504,[]
2,0,858,[]
2,0,430,[]
2,0,724,[]
2,0,349,[]
2,0,847,[]
2,0,886,[]
2,0,403,[]
2,1,672,[]
2,0,260,[]
2,1,530,[]
2,0,948,[]
2,1,962,[]
2,0,623,[]
2,0,315,[]
2,0,655,[]
2,0,399,[]
2,0,500,[]
2,0,691,[]
2,1,656,[]
2,0,947,[]
2,0,420,[]
2,0,525,[]
2,1,510,[]
2,0,4821,[]
2,0,1846,[]
2,0,7583,[]
2,0,2549,[]
2,0,2491,[]
2,0,3751,[]
2,1,3426,[]
2,0,1788,[]
2,0,5084,[]
2,0,3714,[]
2,1,6620,[]
2,0,6855,[]
2,0,7670,[]
2,0,2896,[]
2,0,6366,[]
2,1,7190,[]
2,0,7030,[]
2,0,1690,[]
2,0,4026,[]
2,1,6272,[]
2,0,5843,[]
2,1,6339,[]
2,0,2646,[]
2,0,5229,[]
2,0,4407,[]
2,1,8421,[]
2,0,7143,[]
2,0,3767,[]
2,0,6000,[]
2,0,9298,[]
2,1,9284,[]
2,0,7754,[]
2,0,8899,[]
2,0,4194,[]
2,1,6280,[]
2,0,5817,[]
2,1,5986,[]
2,0,6013,[]
2,0,4114,[]
2,1,7606,[]
2,0,1896,[]
2,0,6736,[]
2,0,6741,[]
2,0,9181,[]
2,0,6739,[]
2,1,1736,[]
2,0,2460,[]
2,1,9183,[]
2,0,5485,[]
2,0,6807,[]
2,0,6847,[]
2,0,6059,[]
2,0,6113,[]
2,0,5777,[]
2,1,5431,[]
2,0,1012,[]
2,1,1949,[]
2,0,8603,[]
2,0,9884,[]
2,0,6795,[]
2,1,2042,[]
2,0,3976,[]
2,0,8102,[]
2,0,1679,[]
2,0,7021,[]
2,1,4456,[]
2,0,1838,[]
2,0,8052,[]
2,0,9305,[]
2,0,2874,[]
2,0,6963,[]
2,1,5864,[]
2,0,1258,[]
2,0,4791,[]
2,1,4078,[]
2,0,7690,[]
2,1,7238,[]
2,0,8919,[]
2,1,5115,[]
2,0,1073,[]
2,1,2178,[]
2,0,2866,[]
2,0,4502,[]
2,0,4540,[]
2,0,3541,[]
2,1,5243,[]
2,0,4550,[]
2,1,2764,[]
2,0,9301,[]
2,0,1172,[]
2,0,3403,[]
2,1,4336,[]
2,0,9300,[]
2,0,2137,[]
2,0,2500,[]
2,0,1978,[]
2,0,7313,[]
2,0,3914,[]
2,0,5984,[]
2,0,9661,[]
10,212,85,"[6, 14, 14, 18, 21, 12]"
10,108,84,"[24, 2, 16, 21, 21]"
10,76,92,"[22, 24, 10, 9, 12, 15]"
10,147,10,"[4, 6]"
10,33,23,[23]
10,77,98,"[21, 24, 16, 22, 9, 6]"
10,50,50,"[10, 7, 3, 22, 8]"
10,92,46,"[9, 10, 7, 20]"
10,15,36,"[23, 8, 5]"
10,133,93,"[7, 24, 4, 17, 22, 19]"
10,63,64,"[21, 8, 18, 17]"
10,77,76,"[17, 21, 8, 6, 24]"
10,97,92,"[13, 14, 20, 21, 24]"
10,83,19,"[7, 12]"
10,37,40,"[14, 9, 5, 12]"
10,136,80,"[6, 18, 10, 25, 10, 4, 7]"
10,48,55,"[8, 11, 20, 16]"
10,113,8,"[4, 3, 1]"
10,49,35,"[23, 11, 1]"
10,29,20,"[2, 1, 17]"
10,33,32,"[12, 15, 1, 4]"
10,241,1,[]
10,110,89,"[15, 22, 10, 14, 16, 12]"
10,237,7,[]
10,97,16,"[2, 14]"
10,74,54,"[9, 25, 18, 2]"
10,36,29,"[2, 18, 8, 1]"
10,30,60,"[15, 21, 24]"
10,126,94,"[19, 21, 4, 21, 20, 9]"
10,34,51,"[17, 12, 6, 1, 15]"
10,47,58,"[25, 4, 5, 24]"
10,39,36,"[25, 11]"
10,37,62,"[19, 23, 7, 13]"
10,241,11,[]
10,238,3,[]
10,80,79,"[15, 4, 18, 7, 4, 23, 8]"
10,62,27,"[24, 3]"
10,95,78,"[23, 4, 21, 21, 9]"
10,51,55,"[4, 2, 22, 21, 4, 2]"
10,239,20,[]
10,124,75,"[10, 3, 3, 8, 6, 21, 24]"
10,40,64,"[15, 17, 3, 9, 20]"
10,236,4,[]
10,162,100,"[8, 19, 2, 20, 20, 14, 17]"
10,51,42,"[19, 6, 3, 14]"
10,87,47,"[3, 25, 12, 7]"
10,133,90,"[14, 19, 19, 21, 11, 6]"
10,47,56,"[21, 23, 7, 5]"
10,84,72,"[11, 2, 11, 4, 22, 22]"
10,57,79,"[1, 23, 23, 17, 3, 12]"
10,38,67,"[20, 10, 14, 23]"
10,51,68,"[23, 19, 1, 4, 10, 11]"
10,114,80,"[11, 12, 1, 14, 15, 14, 13]"
10,46,36,"[11, 24, 1]"
10,46,51,"[7, 1, 15, 20, 8]"
10,63,58,"[19, 3, 17, 8, 11]"
10,45,25,"[4, 17, 4]"
10,55,34,"[15, 19]"
10,31,19,"[18, 1]"
10,44,85,"[17, 25, 21, 22]"
10,47,65,"[18, 25, 14, 8]"
10,81,81,"[17, 25, 4, 2, 16, 16, 1]"
10,77,32,"[21, 11]"
10,58,55,"[19, 5, 7, 24]"
10,88,22,"[4, 1, 17]"
10,61,37,"[23, 2, 3, 9]"
10,30,22,[22]
10,31,40,"[16, 13, 11]"
10,132,78,"[10, 5, 11, 9, 12, 2, 11, 18]"
10,44,24,"[17, 7]"
10,35,55,"[19, 11, 25]"
10,48,73,"[18, 19, 13, 21, 2]"
10,35,43,"[8, 16, 8, 11]"
10,136,9,[9]
10,120,15,"[14, 1]"
10,56,28,"[25, 3]"
10,138,70,"[22, 11, 22, 4, 11]"
10,47,37,"[20, 17]"
10,158,14,"[5, 3, 3, 3]"
10,64,52,"[5, 12, 7, 5, 23]"
10,48,67,"[24, 13, 19, 11]"
10,92,83,"[5, 7, 10, 13, 18, 25, 5]"
10,236,0,[]
10,31,48,"[1, 11, 5, 17, 14]"
10,336,96,"[12, 10, 12, 13, 4, 13, 15, 17]"
10,41,24,"[14, 10]"
10,122,90,"[17, 24, 13, 18, 18]"
10,113,82,"[13, 11, 20, 17, 11, 10]"
10,233,6,[]
10,62,55,"[17, 2, 25, 11]"
10,53,37,"[2, 17, 9, 9]"
